Genes,FC_mem_KO_mem WT
Gdf9,1.660493827
D030025E07Rik,1.660377358
Olfr913,1.660377358
Rnase6,1.658591129
Apoe,1.658509603
Prom1,1.658263305
Gm28818,1.657894737
Vmn1r222,1.657142857
Mtss1l,1.656917885
4933402P03Rik,1.65625
Gm35040,1.65625
Olfr1293-ps,1.655963303
Hpgds,1.655233069
Spdef,1.655172414
Cnga3,1.654545455
Spert,1.654545455
RP23-146A22.3,1.65408805
Olfr71,1.653465347
Ttc39d,1.653179191
Tex37,1.653061224
Gm26760,1.652173913
Tbc1d9,1.65191447
Opcml,1.651612903
Sgsm1,1.650887574
1110038B12Rik,1.65084679
Usp13,1.649681529
Olfr694,1.649425287
Iqsec3,1.648967552
Plppr1,1.6484375
Gm10440,1.648
Dcc,1.647321429
Gpr135,1.646258503
Etv1,1.646153846
Ctcflos,1.64556962
Hemgn,1.644358644
Wdr72,1.644329897
Olfr1489,1.642201835
Fat4,1.641643059
Taar2,1.641025641
4931415C17Rik,1.640495868
Pdcd1,1.640394089
Gm19272,1.639705882
Olfr690,1.639344262
Slc22a30,1.638297872
Sat2,1.637931034
Acat3,1.637426901
Hmgcs2,1.636363636
Zp1,1.636363636
Vmn2r116,1.636363636
Serpina3j,1.634920635
Tmem61,1.634730539
Kcnh1,1.634615385
Olfr1211,1.634408602
Gm11529,1.634259259
Rgcc,1.633817427
Olfr1057,1.632911392
Smagp,1.632911392
Ugt1a6b,1.632653061
Zfp419,1.632653061
A630072L19Rik,1.632653061
Olfr1271,1.631578947
Dnajc17,1.631338321
Plcxd3,1.631178707
Gm29461,1.630331754
Myh7b,1.630319149
Cstad,1.630208333
Ptch2,1.630208333
Mx2,1.630071599
Cds1,1.629283489
Gm5447,1.629032258
Vmn2r16,1.629032258
Klhl1,1.628787879
Zeb2os,1.628676471
Sox9,1.627906977
Olfr650-ps1,1.627659574
Gpx7,1.626666667
Gas8,1.626506024
Gm10687,1.625698324
Gm45123,1.625550661
Tcea3,1.625
Zfp965,1.625
Fbxo41,1.624015748
Arsi,1.62345679
Olfr1378,1.623287671
Gm26783,1.623255814
Gm10434,1.622222222
Gm10384,1.621212121
Shisa2,1.620967742
Pld4,1.620740121
Msantd3,1.62
Pla2g2f,1.61971831
Bves,1.61928934
Myrf,1.618233618
Hist1h1t,1.617977528
Vmn1r195,1.617977528
Nudt8_1,1.617391304
Olfr1451,1.617021277
Cass4,1.616915423
Gm4224,1.616438356
Ceacam1,1.616246499
Pparg,1.615384615
Zcchc16,1.615384615
Prrt1,1.615384615
Olfr922,1.614906832
1110002E22Rik,1.614492754
Vmn1r91,1.613636364
Ankrd45,1.613636364
D030068K23Rik,1.613095238
Gstk1,1.613034623
Wee2,1.612903226
Kif13a,1.612697448
Prr23a3,1.6125
Klra2,1.612375533
Slco1a6,1.612244898
Gm3183,1.611111111
Igsf11,1.610526316
Tnfrsf13b,1.609933036
Gm9144,1.608247423
Ugt1a1,1.607843137
Cnn3,1.607723577
Bmp1,1.607142857
Adra1a,1.606060606
Fam196b,1.605990783
Grin2b,1.605421687
Spdye4b,1.605263158
St6gal1,1.605247466
Olfr1199,1.603960396
5033417F24Rik,1.603481625
Sorbs2,1.602836879
Pappa2,1.602484472
Ache,1.602373887
Cacna1e,1.602286402
Slc29a4,1.601449275
Lrrk2,1.601410558
Zfp879,1.60130719
D330023K18Rik,1.600649351
Gm45043,1.6
Gen1,1.6
Vmn2r10,1.6
Milr1,1.599593496
Dmtn,1.597542243
4933402E13Rik,1.596774194
Klhdc8a,1.595959596
Cep131,1.595801527
Stac,1.595744681
Gm42984,1.595375723
Gm5544,1.595238095
Whrn,1.595108696
Cep162,1.594853545
Btbd8_2,1.594155844
Gm27008,1.59375
Plpp3,1.59375
Itga10,1.593457944
Dmrt3,1.593220339
A730036I17Rik,1.593023256
M1ap,1.592783505
Cr2,1.592
Ltbp1,1.591942149
Lingo1,1.590909091
Gm13536,1.590909091
Vmn2r125,1.590909091
Col8a1,1.59047619
Mmrn2,1.590243902
Olfr981,1.590243902
Zfp111,1.590106007
Coa7,1.590038314
Emc9,1.589928058
Gm28177,1.589605735
RP24-362N13.1,1.589473684
Tmem101,1.588652482
Zscan10,1.588235294
Vmn1r88,1.588235294
Lrrc49,1.58739255
Tnfsf13os,1.587301587
Itgb2l,1.587223587
Prom2,1.587209302
Pcyt1b,1.585949178
Fmn2,1.585858586
Olfr825,1.585185185
Tmem200a,1.584615385
Mrpl53,1.584415584
Ddit4l,1.583333333
Cfap46,1.583333333
Fuom,1.582887701
Gm9733,1.582677165
Olfr1309,1.582608696
Hnf4a,1.581967213
Slc22a26,1.581967213
2610206C17Rik,1.581818182
Slc51a,1.581818182
D430019H16Rik,1.581673307
Gm8326,1.581395349
Hhipl2,1.580645161
Xkrx,1.580645161
C430042M11Rik,1.580536913
Gm44935,1.58
Klhl29,1.579514825
A930024E05Rik,1.579439252
Olfr978,1.578947368
Olfr1358,1.578947368
Gad2,1.578616352
Ccdc17,1.57793765
Bphl,1.577540107
Depdc1a,1.577217963
Flrt2,1.577092511
Tmem14a,1.577011494
Gm44899,1.576923077
Prdm16,1.575757576
Trim71,1.575757576
Supt20-ps,1.575757576
Gm13110,1.575221239
Zbtb3,1.575
Phf24,1.574829932
Rnft2,1.574468085
Spata25,1.574468085
Olfr324,1.573426573
AI593442,1.573248408
Ankef1,1.573033708
Ms4a1,1.573018081
Hes2,1.571428571
Ltbp4,1.570967742
Cyp4f18,1.570893192
Zfp114,1.569948187
Nucb2,1.568807339
Coprs,1.568733154
Cdc34b,1.568627451
Vmn1r120,1.566666667
Usp17la,1.566666667
Olfr1493-ps1,1.566371681
Lynx1,1.565464896
Vwa5b1,1.565217391
Hist2h2ac,1.565197092
RP24-316B2.3,1.564885496
Igfals,1.564202335
Olfr1219,1.564202335
Blnk,1.564199873
Samd11,1.563909774
Gm20546,1.563829787
Amz1,1.56381798
Ly6d,1.563318777
Adap2,1.563002681
Dlgap5,1.562793678
Hist1h2ak,1.562483464
Treml1,1.562091503
Olfr790,1.56097561
2200002D01Rik,1.560344828
Arpin,1.559748428
Ednrb,1.559210526
Gm6284,1.55907781
Sectm1b,1.55862069
Gm7609,1.557788945
B3gat1,1.556776557
Rcor2,1.556732224
Panx2,1.556603774
Nrg2,1.556390977
Sh3tc2,1.555997349
Slc35d3,1.555555556
Ctf1,1.555555556
Slc17a4,1.555555556
Gm44597,1.555102041
Ift81,1.554913295
Ccdc122,1.554896142
S100a9,1.554630314
Syt12,1.554216867
C230062I16Rik,1.55399061
Ttc16,1.553488372
Dennd2a,1.553398058
Tspo2,1.552901024
Cd79a,1.551766139
Kcng3,1.551724138
Hspa12a,1.551020408
Sort1,1.549705791
Scin,1.549295775
Siglech,1.549141966
Lrrn4,1.547945205
Nhlrc1,1.547826087
Scarf1,1.547406082
Ovca2,1.546666667
Tex19.2,1.546666667
Gm26872,1.546583851
Tacc3,1.546334382
Psma8,1.546218487
Dnajc6,1.545954438
Gm10269,1.545454545
Olfr263,1.545454545
Olfr346,1.545454545
App,1.544914817
Olfr1198,1.544303797
AI854703,1.544256121
5730405O15Rik,1.544117647
Redrum,1.543103448
Atp8b3,1.542857143
Slc45a3,1.542635659
Sptssb,1.541666667
Olfr1171-ps1,1.540983607
Ckap4,1.540910538
Gm10286,1.540669856
Hrh4,1.540616246
Pck1,1.540540541
Vmn1r157,1.54
Olfr164,1.539726027
RP24-325F22.1,1.53968254
Slc22a27,1.53968254
Fadd,1.538882139
Gm26686,1.538461538
Gm7104,1.538461538
Ell3,1.536585366
Selenom,1.536376605
Usp26,1.536144578
Gm26865,1.535947712
Mfsd7a,1.535864979
Dnah7b,1.53525641
Ctnnd2,1.534923339
Spi1,1.533484248
RP24-279F18.1,1.533333333
RP23-189N8.4,1.533333333
Ptprt,1.532679739
Astl,1.532374101
Trim75,1.532188841
Gk5,1.531876138
Slc8a3,1.531722054
mt-Nd4l,1.531623932
Lgi4,1.53125
Arhgef10l,1.531143828
Igfbp7,1.530612245
Tuba8,1.530571992
Zfp970,1.530546624
Pex11a,1.530434783
Saysd1,1.530338119
Evi5,1.529242914
Zim1,1.529010239
Zar1l,1.528571429
Otof,1.528205128
Gm14443,1.527675277
Cd300e,1.527527528
Olfr968,1.527272727
Gm21092,1.526923077
Tlr5,1.526785714
Pkdcc,1.526315789
Zfp532,1.526213592
Pla2g4e,1.526132404
Ugt2b1,1.525423729
Eepd1,1.525291829
Ghdc,1.52519685
Amotl2,1.525073746
Wt1os,1.525
Clic6,1.524822695
Zbtb8b,1.524193548
Neurod6,1.523809524
G6pd2,1.5234375
Serpina3i,1.52293578
Gm12932,1.522321429
Ngp,1.522129399
Rasgrp3,1.521563342
P2ry6,1.521484375
Nfam1,1.520392749
Ip6k3,1.52020202
Olfr145,1.519572954
Apol9b,1.519480519
Gm15496,1.518518519
Apitd1,1.517890772
Zpbp2,1.517684887
Adk,1.517424976
Igsf1,1.517241379
Gm10499,1.516853933
Fam107a,1.516778523
Pnmal1,1.516556291
Mefv,1.516424752
Sardh,1.516339869
Ufsp1,1.515580737
Slfn14,1.515463918
Gda,1.514929026
4930563D23Rik,1.514893617
Nhlh2,1.514851485
Gsta4,1.514705882
Dnah12,1.513902205
Olfr523,1.513761468
Olfr449,1.51369863
Dlk1,1.512658228
Arx,1.512195122
KIAA1683,1.512195122
Rbm4,1.512174643
Gm9574,1.511627907
Lad1,1.510971787
4932412D23Rik,1.510869565
Adam23,1.510736196
Kif17,1.510729614
Gm7108,1.510309278
Slamf8,1.509589041
Epcam,1.509383378
Cep126,1.50931677
Myt1l,1.509090909
Tmem150c,1.509090909
Slc4a10,1.509090909
Flt3,1.509000383
Olfr620,1.50877193
Chst1,1.508571429
Ch25h,1.508474576
Olfr396-ps1,1.508474576
Tmtc3,1.508344031
Olfr459,1.508064516
Gm16793,1.507936508
Cyp27a1,1.507119387
Gm7694,1.506699147
Olfr38,1.506493506
Olfr430,1.506393862
Sgms2,1.505665722
Sdhaf1,1.504792332
Npy1r,1.504347826
Wdr17,1.504273504
Stox2,1.503610108
Hist1h4n,1.503508772
Csgalnact1,1.503184713
Gm39566,1.50295858
Fcrlb,1.502923977
Lurap1l,1.502645503
Deb1,1.502568155
Zfp61,1.502367175
Mrps18b,1.502295684
Car7,1.501901141
Six3os1,1.501858736
Cd79b,1.501835985
Mycl,1.501538462
Ms4a3,1.501319261
Ophn1,1.500734214
Gm3830,1.5
2810407A14Rik,1.5
Slc36a3,1.5
Vmn2r-ps4,1.5
Exoc3l4,1.5
Gm28869,1.5
Olfr350,1.5
Sult4a1,1.5
Syna,1.5
Cyp2j13,1.5
6430548M08Rik,1.499624343
Apex1,1.498455201
Zfpm2,1.497487437
Sapcd2,1.496919918
Zfp296,1.496768236
Rab39,1.496336996
Bmp7,1.496268657
Fnbp1l,1.49533503
Rerg,1.495327103
Gm44653,1.495274102
Adgrg3,1.495084897
Ascl4,1.494949495
A230072E10Rik,1.494871795
Tlr8,1.49486653
Ift122,1.494156928
Liph,1.493975904
Cep170b,1.49394987
Olfr286,1.49375
Kifc1,1.493449782
Notch3,1.493333333
Gm3294,1.492957746
Thsd4,1.492842536
Rpl37rt,1.492467043
Nuggc,1.492307692
Ccdc160,1.491803279
Kdelr3,1.491784038
Asb15,1.491638796
Fermt1,1.49137931
Mapk13,1.490909091
1700065D16Rik,1.490654206
Olfr937,1.490566038
RP23-202K1.1,1.490566038
4732491K20Rik,1.490384615
Lonrf2,1.489361702
Bcl11a,1.488892013
Olfr240-ps1,1.488888889
1700066B19Rik,1.488721805
Trim47,1.48852459
Gm29125,1.488372093
Hist1h2bc,1.487924396
Pdzd4,1.487658439
Gm28231,1.487654321
Pdia5,1.487341772
Fat3,1.487241798
Cldnd2,1.487179487
Olfr24,1.487046632
Epb41l4b,1.486803519
Hif3a,1.486737401
Nctc1,1.486238532
Zfp365,1.485915493
Mrgpra3,1.485294118
BC027072,1.485148515
Gm15326,1.484920635
Rufy4,1.484848485
Gm17690,1.484486874
Mtcl1,1.483695652
Sytl4,1.483394834
Cebpa,1.482758621
Olfr1442,1.482758621
Serpina12,1.482758621
Olfr1175-ps,1.48245614
4930540M05Rik,1.481481481
Olfr658,1.481481481
Vstm4,1.481308411
Zdhhc14,1.481292517
Gm15872,1.481132075
Dhtkd1,1.481012658
Erbb2,1.480446927
Gm21833,1.48
Svip,1.479750779
Cybb,1.479263648
Gpatch4,1.479111111
Hist1h2bj,1.479006375
Dcdc2a,1.478873239
Fpr1,1.478571429
Grm4,1.477987421
Lhx6,1.477876106
C530008M17Rik,1.477767695
Gm10693,1.477732794
Olr1,1.477326969
Sptb,1.47711415
Hirip3,1.476789458
Gm9899,1.476439791
Izumo1r,1.476190476
Gm11855,1.475903614
Irak3,1.475806452
Ccdc138,1.475
St8sia6,1.474940334
Olfr368,1.474820144
Olfr394,1.474576271
Ogfrl1,1.474460242
Akain1,1.473684211
Samd4,1.473684211
Kcnq1,1.473684211
Corin,1.473520249
Ccdc73,1.472943723
Hipk4,1.472103004
Cacna1d,1.47188755
Slco5a1,1.471655329
F630028O10Rik,1.471451876
D8Ertd738e,1.471426044
Nos2,1.470588235
Armcx6,1.470588235
Unc79,1.470588235
RP23-325D10.3,1.470338983
Lgi1,1.469879518
Zfp493,1.469833119
Trim30b,1.469713071
Bcl2l14,1.469314079
Olfr1330,1.468899522
Myh15,1.46875
Tnni1,1.46875
Olfr1424,1.46875
Igsf9,1.468599034
Cenph,1.46810146
Csrnp3,1.467908903
Hspa1b,1.467128028
Olfr521,1.466666667
Slc7a2,1.466666667
Sox7,1.466666667
Zfp593,1.466135458
Ago4,1.465974625
Coch,1.46509672
Sfmbt2,1.464583333
Tcp11l1,1.464530892
Zc3h12c,1.464318814
Gas2l1,1.464131374
Ccdc40,1.46406053
Gprc5a,1.463937622
Smok2a,1.463636364
Gm5177,1.463576159
Cdh2,1.463276836
Prrx1,1.463157895
Apol10a,1.462857143
Igll1,1.462686567
Adcy1,1.462427746
Dnah2,1.461988304
Fcer1a,1.461928934
4930447C04Rik,1.461904762
Ticrr,1.461583924
Rhoj,1.461538462
Scnn1a,1.461038961
Xlr,1.460784314
2600006K01Rik,1.46031746
Stap2,1.459893048
Gm30524,1.459854015
Hpse,1.45978879
Slc36a1os,1.459016393
Zscan20,1.459004284
Plcxd1,1.458937198
Timm17b,1.458049887
Tshz2,1.457627119
Gm20498,1.457564576
Zfp616,1.457446809
Ano7,1.456790123
Zfp819,1.456790123
Marveld3,1.456692913
Gm45621,1.456363636
Adh6b,1.455737705
Dusp18,1.45568487
9630028B13Rik,1.455357143
Dpp6,1.454918033
Cdc20,1.454601227
Cdc42bpb,1.454545455
Vmn1r234,1.454545455
Olfr462,1.45412844
Olfr56,1.453996983
Aire,1.45398773
Slfn1,1.453900709
Aldh3b1,1.453691275
Tnfrsf13c,1.45342312
Aif1,1.453015428
Pde6h,1.452991453
Gm21358,1.452261307
Zbtb8os,1.452084229
Lrfn2,1.451923077
Hist1h2af,1.451565378
Gm2788,1.451428571
Nxpe1-ps,1.45136612
Zfp521,1.451043339
D030028A08Rik,1.450946644
Ptgr1,1.45
Rgsl1,1.449612403
RP24-250L13.2,1.448818898
Adcyap1r1,1.448717949
Gm16344,1.448275862
Slc35g2,1.447963801
Ildr1,1.447706935
Hhip,1.447688564
Krtap13-1,1.447058824
Gm16675,1.446945338
Scrn2,1.446916077
Pfdn4,1.44679368
Mc4r,1.446666667
Vgll3,1.446428571
Cd180,1.446409239
Gm29502,1.446327684
Slc38a3,1.446153846
Pi16,1.44600939
Dennd5b,1.445086705
6430573F11Rik,1.444954128
Nes,1.444874275
Tlr13,1.443779108
Phf19,1.443443443
Gm45450,1.443298969
Lzts3,1.443152455
Igsf10,1.442970822
Zfp566,1.442922374
Plppr3,1.442622951
Ptrf,1.442408377
Spns2,1.442307692
5830416I19Rik,1.441860465
Prkg2,1.441860465
Olfr427,1.441717791
Tsfm,1.441509434
Ms4a4c,1.441433931
Vill,1.441351889
Epha7,1.441025641
Kcnj15,1.440729483
Plxnb2,1.440609004
Tyrp1,1.44
Chrna6,1.439716312
Capn6,1.439655172
Frem3,1.439446367
Olfr1137,1.439393939
Capn8,1.43902439
Gm20682,1.43902439
RP23-186O3.13,1.438596491
Htr1a,1.438405797
Gpank1,1.437612208
Sohlh2,1.4375
Isg20,1.436997319
Alg8,1.436964504
Zfyve28,1.435643564
Aim1l,1.434911243
Zfp775,1.434628975
Magi1,1.434497817
Hspa12b,1.433766234
4732414G09Rik,1.433566434
Atp1b4,1.433333333
Olfr190_1,1.433070866
Pde4d,1.433049709
Sv2b,1.433035714
Nkx2-4,1.432692308
Zfp345,1.43129771
Tmem252,1.431034483
Arhgap32,1.430987821
Phldb2,1.430939227
Znhit6,1.430812041
Hist1h2bp,1.430769231
B020031H02Rik,1.430656934
Ifitm7,1.430555556
Ifi211,1.430500397
Bank1,1.430280718
Sowahc,1.429818182
Wbscr16,1.429810726
Rflna,1.4296875
Catsperd,1.429378531
Eme2,1.429378531
Gar1,1.429059829
Olfr771,1.428571429
Tnfrsf22,1.428571429
Tcp1-ps1,1.428571429
9130008F23Rik,1.427135678
Spta1,1.427047038
Myo18b,1.426934097
Zfp697,1.426900585
Cacng2,1.426829268
Cd68,1.426825127
Tgtp1,1.426666667
Gm13166,1.426666667
Agpat9,1.426356589
Olfr745,1.425925926
Skint7,1.425742574
Gm15832,1.425330813
Olfr419,1.42519685
Il31ra,1.425055928
Vmn1r64,1.425
Bcat1,1.424581006
Etv5,1.424278138
Cngb1,1.424107143
Il6ra,1.424028269
Kcnq4,1.423913043
2810459M11Rik,1.423529412
Vmn2r73,1.423529412
Spib,1.423076923
Entpd4,1.422734027
Gm28417,1.422619048
Gm43720,1.422535211
Cluap1,1.422417896
Galm,1.421836228
Olfr1167,1.421768707
Asah2,1.421731123
Bcl2a1b,1.420849421
Mpeg1,1.420541896
Olfr1029,1.420289855
Zfp94,1.419672131
Celsr2,1.419354839
Olfr1388,1.419354839
Phox2b,1.419354839
Rnase12,1.418918919
Usp2,1.418604651
A630012P03Rik,1.418604651
Zscan18,1.418309859
Tpbg,1.417266187
Lrig3,1.416808149
Tescl,1.416666667
Asf1a,1.415964701
Tmem147os,1.415602837
Cd33,1.415448852
Gm43223,1.415309446
Dock7,1.415181753
Khdrbs3,1.414634146
Sap30,1.414556184
1700067K01Rik,1.413793103
Khdrbs2,1.413654618
Marco,1.413597734
Depdc1b,1.41337386
Rab38,1.413098237
Gdf2,1.412903226
Sec14l4,1.412844037
Slc35f4,1.4125
Gm37711,1.411764706
Ms4a6d,1.41160221
Tcp10a,1.411214953
Gm17300,1.410852713
Olfr1020,1.41025641
Gsdma,1.41025641
Gm44933,1.41
Gm45243,1.409937888
Tctn1,1.409921671
Pabpc6,1.409836066
Gm20125,1.409638554
Tiam1,1.409493671
Gm2694,1.409448819
Gm21986,1.409207161
Gm21887,1.409090909
Cd93,1.40893588
Des,1.408695652
Phlda3,1.408536585
Crhr2,1.408450704
Grcc10,1.408202443
Mylk3,1.408163265
Olfr613,1.408163265
Hck,1.4072016
Fer1l4,1.407035176
Stard9,1.406950442
4930513N10Rik,1.406749556
Jrk,1.406551623
Ifitm3,1.406318083
Gm15638,1.40625
Olfr569,1.405797101
Vmn1r65,1.405660377
Gpr119,1.405555556
Fgd4,1.405086052
Zfyve9,1.405077574
Naaladl1,1.405063291
Zfp385c,1.404761905
Wdr64,1.404761905
Ube2cbp,1.404444444
RP24-158M8.2,1.403846154
Cald1,1.403587444
Gm13652,1.403508772
Vmn2r-ps118,1.402985075
Zfp572,1.402985075
1700034H15Rik,1.402714932
3000002C10Rik,1.402597403
Haus1,1.402325581
Gm20425,1.40227704
RP23-103O7.1,1.402173913
Abca5,1.402088773
Dgki,1.401840491
Olfr156,1.401639344
4931406C07Rik,1.401486989
Orm2,1.401315789
Fam83e,1.401315789
Actn1,1.401047597
Kcnk6,1.400809717
Fscn2,1.40052356
Rhpn2,1.40034662
Tac1,1.4
Acvr2b,1.4
Cdh5,1.4
RP23-203D1.2,1.4
Tmem107,1.4
Bnc2,1.4
Fam90a1b,1.4
AI662270,1.399113082
Nuf2,1.398712101
Bri3bp,1.398565105
Mid1ip1,1.398165138
Vcan,1.397932817
Tead2,1.39745509
Mreg,1.397163121
Tube1,1.396731055
Cdrt4os1,1.396694215
Grk1,1.39658444
Lgr4,1.395910781
Slc36a2,1.395833333
Nphp1,1.395759717
Fhod3,1.395604396
Treml4,1.395417904
Gm13889,1.395348837
Spata17,1.39516129
Oas1g,1.394957983
Shisa9,1.394736842
Carmil1,1.394265233
Slpi,1.394226967
Cldn10,1.393442623
Camta1,1.392927308
Gm45159,1.392857143
Olfr677,1.392405063
Gpx3,1.391975309
Kdf1,1.391428571
Gm13769,1.391304348
Ralgps2,1.391281374
Mansc1,1.39119171
Gm44529,1.391025641
Ctss,1.390839321
Ctsl,1.390283401
Cd3eap,1.390271493
Gm14120,1.390243902
Olfr370,1.390151515
Rgs20,1.39
Tmem45b,1.38961039
Psrc1,1.389583333
Myl4,1.389544688
Fbn1,1.388646288
Cldn13,1.388489209
Lrriq1,1.388235294
Il1rn,1.387029289
Gm45248,1.386861314
Glrx5,1.386421644
Smo,1.386404293
Gm6712,1.385756677
Olfr1346,1.385650224
Ptprn,1.385542169
Hist1h2ab,1.385388645
Pkhd1l1,1.385388128
Olfr698,1.385135135
Lilra5,1.385135135
Cdk20,1.384615385
Nkx6-2,1.384615385
Satb2,1.384393064
Oxld1,1.384094755
Cxcr2,1.384
RP24-167A12.4,1.384
Bhmt,1.383886256
Pde6b,1.383825417
Gm15232,1.383668904
Olfr1185-ps1,1.383333333
Dusp27,1.383233533
Chmp1b,1.38317757
Sash1,1.38292011
Zc3h10,1.38247012
Alox5ap,1.382333978
Cep112it,1.382113821
Wnt10b,1.382113821
RP24-264F17.3,1.381818182
Olfr1537,1.381355932
Cacna1h,1.38125
Paqr6,1.380952381
Gpr157,1.380116959
Mnd1,1.379928315
1700010I14Rik,1.379874214
Mpl,1.379432624
Olfr323,1.379032258
St5,1.378813491
Olfr591,1.378787879
Exo1,1.378502719
Srl,1.378413524
Marcksl1,1.378409091
Mfi2,1.378378378
Gnl3,1.378034179
Cacna2d2,1.377777778
8030423F21Rik,1.377777778
5430400D12Rik,1.377682403
Nlgn2,1.377110694
Catsper2,1.377083333
RP24-397P9.2,1.37704918
Gm37065,1.376760563
Vmn2r94,1.376623377
Lin28a,1.37654321
Slc13a4,1.376425856
Nsdhl,1.376229831
Trib3,1.376
Cebpzos,1.375763747
Kmo,1.375607601
Cul7,1.375092661
Gm42743,1.375
Trim42,1.375
Neurl1b,1.375
Slc45a1,1.374429224
Hmmr,1.374391344
Cd2ap,1.374261326
Nrap,1.37398374
Ugt3a2,1.373737374
Skint3,1.372474747
Smyd2,1.372390572
Zrsr1,1.372222222
Ifitm6,1.371875
Spock2,1.371727749
Olfr214,1.370967742
3110053B16Rik,1.370786517
Ggt1,1.37037037
Optn,1.370344588
Vpreb3,1.37007874
Cldn1,1.37
Olfr406,1.369942197
Rps6ka2,1.369565217
Postn,1.369477912
Sbf2,1.368909513
Mfsd3,1.368715084
Fam129b,1.368550687
Trdv4,1.36746988
Dtwd1,1.367454068
Thbs4,1.367346939
Gckr,1.3671875
Micall2,1.367117117
Olfr127,1.366438356
Iqck,1.366120219
Epb42,1.366093366
Usp17lc,1.366071429
Zfp691,1.366042903
Ebf1,1.365234375
Swsap1,1.365124555
Ephb1,1.365079365
Zp2,1.365079365
Slc25a15,1.364953887
Gm14410,1.36492891
Gm8797,1.364795918
Csf1r,1.364652249
Npffr1,1.364583333
Ptprz1,1.364238411
Fam131b,1.3640553
Gm21119,1.363636364
Batf3,1.363321799
Ms4a8a,1.363247863
Slc12a2,1.363209707
Gm15697,1.36318408
RP24-129F24.1,1.362745098
Degs2,1.362619808
Hist1h2ah,1.3625
Hlf,1.362438221
Shtn1,1.362025316
Trib2,1.361694153
Cd24a,1.36103938
Apln,1.360655738
Cutc,1.36019536
Guk1,1.36007876
Sdc4,1.359954036
Fahd2a,1.359550562
2610203C20Rik,1.359322034
Cbx8,1.35927673
Gm26902,1.35915493
Gm12735,1.358974359
Olfr845,1.358333333
Gm15663,1.358108108
Nell1,1.358078603
RP23-158J3.2,1.358024691
Mst1,1.357575758
B830012L14Rik,1.357512953
Gm28036,1.357202563
Pax7,1.357142857
Mrpl51,1.35686625
Mageb3,1.356589147
Apip,1.356457565
Gm43597,1.356307435
RP24-174I18.3,1.35625
Mtus1,1.355573637
Tnfsf18,1.355555556
D130017N08Rik_1,1.355555556
Cybrd1,1.355140187
Olfr374,1.355113636
Zfp14,1.355054811
Cenpe,1.354991567
Rpp38,1.35483871
Ticam2,1.354564756
Fstl4,1.35443038
Snap91,1.354243542
Gm5464,1.354166667
Myf5,1.354166667
Tmem121,1.354166667
Ebf3,1.353982301
E330020D12Rik,1.353658537
Gata6,1.353448276
Mrpl33,1.353445811
Hsd3b7,1.353333333
Gcat,1.353233831
Rapgef5,1.352941176
Trpm8,1.352941176
Olfr907,1.352112676
Pfkfb4,1.351971326
Eddm3b,1.351851852
Lhx3,1.351851852
Slc22a3,1.35168486
Crmp1,1.351585014
Nptxr,1.351351351
Peli2,1.351077313
Rgma,1.350746269
Bahcc1,1.35062283
Ccdc15,1.350595632
Rassf4,1.350155407
C330013E15Rik,1.35
G530011O06Rik,1.35
Plk1,1.349880668
Erc2,1.349862259
Krt222,1.349794239
Sptbn2,1.349570201
RP23-123D6.10,1.349514563
A430057M04Rik,1.349425287
Sirpa,1.349384382
Zc2hc1a,1.349325337
BC055324,1.349215923
Akap7,1.348988439
Dok3,1.348535766
Dnajc12,1.348514851
Wdpcp,1.348327566
3830432H09Rik,1.347938144
Zc3h12b,1.347900114
Olfr767,1.347826087
Rnd2,1.347826087
Sez6l,1.347560976
Pdzk1,1.346938776
Foxred1,1.346736597
Myl9,1.346733668
A830082K12Rik,1.346368715
Slc2a4,1.346341463
Olfr31,1.345762712
Zfhx4,1.345353675
Palm,1.345283927
Slc24a4,1.345238095
F10,1.345177665
Pxdn,1.345098039
Epha4,1.344931921
Srek1ip1,1.344719278
Zfp82,1.344709898
9330182L06Rik,1.344262295
Tmem26,1.344106464
Gm42031,1.344074844
Piwil4,1.344
Snhg17,1.343874304
Gm3604,1.343854615
Arhgef37,1.343596059
Gm20478,1.343434343
4930558J22Rik,1.343096234
Pdlim4,1.342857143
Gm16740,1.342657343
Gm36888,1.342541436
Ak8,1.342519685
Rd3,1.342519685
Olfr1205,1.342105263
Olfr1178,1.341772152
Olfr393,1.341666667
Sh3bp5,1.34164777
Tcp11x2,1.341463415
Olfr1157,1.341463415
Ceacam19,1.341269841
Serpinb10,1.341196778
Sdcbp2,1.341085271
6430590A07Rik,1.340857788
Alpk3,1.340807175
Olfr584,1.340740741
Lrrc25,1.340640809
Slc17a8,1.340206186
Strip2,1.340186916
S100a8,1.339796529
1110034G24Rik,1.339635381
Rrm2,1.339505134
Gucy1b3,1.339181287
Magee2,1.339055794
Gm20427,1.338983051
Akr1c13,1.338892832
Iqcc,1.338829349
Olfr722,1.338709677
Dtx4,1.338666667
Clec12a,1.338539775
Zfp821,1.338493292
Hmga2,1.338403042
Stard8,1.33818589
Gtf2f2,1.337786684
Gm26583,1.337662338
B4galt6,1.337620579
Tenm2,1.3374613
Olfr289-ps1,1.337078652
Col17a1,1.336826347
Mrto4,1.336703741
Tns1,1.336344315
Eps8,1.335802469
Gm5434,1.335664336
Syp,1.334851936
Klf4,1.334748762
Csf2rb2,1.334572491
Rgs9bp,1.334431631
Hmgn3,1.334123223
